id,microbe_level,diet_type,tissue,nat_lab,sample_wt_g,conc_sample_ngperg,num_larvae,avg_ba_conc,high_ba_conc,low_ba_conc,avg_sa_conc,high_sa_conc,low_sa_conc,avg_iaa_conc,high_iaa_conc,low_iaa_conc
B3F,blank,blank,blank,lab,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B3H,blank,blank,blank,nat,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B3H,blank,blank,blank,lab,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B6,blank,blank,blank,nat,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B6,blank,blank,blank,lab,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B6F,blank,blank,blank,nat,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B6F,blank,blank,blank,lab,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B6H,blank,blank,blank,nat,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B6H,blank,blank,blank,lab,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
NB3,nonaxenic,benzoic,sal,nat,0.0678,1292.760614,20,685.7718645,773.5929886,597.9507404,1.810575966,27.12738,-23.50622807,27.93390935,125.2645375,-69.39671876
NB3,nonaxenic,benzoic,sal,lab,0.0678,33595.51649,20,32988.52774,33076.34886,32900.70661,126803.0003,126828.3171,126777.6835,49502.8237,49600.15433,49405.49307
NB3F,nonaxenic,benzoic,fat,nat,0.0613,1267.511607,20,596.1602658,693.2935809,499.0269507,112.8146797,140.8159736,84.81338589,101.7212641,209.3724319,-5.92990369
NB3F,nonaxenic,benzoic,fat,lab,0.0613,1008.98155,20,337.6302085,434.7635235,240.4968934,67493.28163,67521.28293,67465.28034,223831.2491,223938.9003,223723.5979
NB3H,nonaxenic,benzoic,hem,nat,0.1113,1062.966848,20,693.2108977,746.7084018,639.7133935,3.353434611,18.77553087,-12.06866165,-15.89138253,43.39897313,-75.1817382
NB3H,nonaxenic,benzoic,hem,lab,0.1113,10020.76995,20,9651.014002,9704.511506,9597.516498,17742.3743,17757.79639,17726.9522,111123.0057,111182.296,111063.7153
NC2H_1,nonaxenic,control,hem,nat,0.2942,146.9851228,20,7.10124366,27.3401023,-13.13761498,54.33936343,60.17375947,48.5049674,-9.211958377,13.21841751,-31.64233426
NC2H_1,nonaxenic,control,hem,lab,0.2942,4180.89463,20,4041.010751,4061.24961,4020.771893,9772.922315,9778.756711,9767.087919,24412.19267,24434.62305,24389.7623
NC3,nonaxenic,control,sal,nat,0.0709,543.5648954,20,-36.88414893,47.09712347,-120.8654213,101.0216095,125.2314729,76.81174616,20.51763665,113.5926238,-72.55735046
NC3,nonaxenic,control,sal,lab,0.0709,7804.641166,20,7224.192122,7308.173395,7140.21085,36161.57285,36185.78271,36137.36299,80846.97478,80940.04977,80753.8998
NC3F,nonaxenic,control,fat,nat,0.0721,935.2558921,20,364.4675808,447.0511067,281.884055,173.9655457,197.772471,150.1586204,-10.27835531,81.24753354,-101.8042442
NC3F,nonaxenic,control,fat,lab,0.0721,8884.506021,20,8313.71771,8396.301236,8231.134184,89746.41012,89770.21705,89722.6032,439483.7912,439575.3171,439392.2653
NC3H,nonaxenic,control,hem,nat,0.1015,479.4477422,20,73.99121762,132.653998,15.32843719,5.380280476,22.29140672,-11.53084576,-47.60140587,17.41353586,-112.6163476
NC3H,nonaxenic,control,hem,lab,0.1015,10452.76192,20,10047.3054,10105.96818,9988.642616,73654.42758,73671.3387,73637.51645,285.0355284,350.0504702,220.0205867
NI2,nonaxenic,indole,sal,nat,0.0783,443.2611133,20,-82.33067786,-6.286332872,-158.3750229,11.10453402,33.02636433,-10.81729629,12463.79715,12548.07578,12379.51852
NI2,nonaxenic,indole,sal,lab,0.0783,14277.85993,20,13752.26814,13828.31249,13676.2238,57351.67592,57373.59775,57329.75409,270.9592634,355.2378916,186.6806352
NI2F,nonaxenic,indole,fat,nat,0.0775,685.3182685,20,154.3010138,231.1303326,77.47169489,45.23250978,67.38062995,23.08438961,19529.02336,19614.17196,19443.87476
NI2F,nonaxenic,indole,fat,lab,0.0775,18945.2173,20,18414.20004,18491.02936,18337.37073,236062.6156,236084.7637,236040.4675,1243.044697,1328.193298,1157.896096
NI2H,nonaxenic,indole,hem,nat,0.1073,481.605457,20,98.06550131,153.5573206,42.57368199,-4.794010022,11.20300129,-20.79102133,4949.166249,5010.666869,4887.665628
NI2H,nonaxenic,indole,hem,lab,0.1073,2718.68186,20,2335.141905,2390.633724,2279.650085,263.7103745,279.7073858,247.7133632,35369.72104,35431.22166,35308.22042
NS3A_B,nonaxenic,salicylic,sal,nat,0.0601,587.4245845,20,-97.33144291,1.741306053,-196.4041919,9782.23601,9810.796398,9753.675622,26.00848449,135.8090932,-83.79212426
NS3A_B,nonaxenic,salicylic,sal,lab,0.0601,13121.08831,20,12436.33228,12535.40503,12337.25953,1168.077681,1196.638069,1139.517293,110196.9735,110306.7741,110087.1729
NS3BF,nonaxenic,salicylic,fat,nat,0.0533,1256.776147,20,484.6591259,596.3715502,372.9467017,9684.462649,9716.666763,9652.258534,2.066933816,125.8758754,-121.7420078
NS3BF,nonaxenic,salicylic,fat,lab,0.0533,16374.69852,20,15602.5815,15714.29392,15490.86907,2622.978276,2655.182391,2590.774162,449567.9725,449691.7815,449444.1636
NS3BH,nonaxenic,salicylic,hem,nat,0.1095,456.5542689,20,80.72013879,135.097054,26.3432236,2979.483487,2995.159097,2963.807877,-34.90702272,25.35796893,-95.17201437
NS3BH,nonaxenic,salicylic,hem,lab,0.1095,26472.85758,20,26097.02345,26151.40036,26042.64653,17798.08032,17813.75593,17782.40471,#DIV/0!,#DIV/0!,#DIV/0!
